completed_date,cycle_time,blocked_days,key,url,issue_type,summary,status,resolution,Backlog,Committed,Elaboration,Build,QA,Done
2019-10-18,14.0,0,FAB-23713,https://immediateco.atlassian.net/browse/FAB-23713,UX Story,Reactions/ReadFeed/Pag - Wireframes + Notes (Mobile),Complete,Done,2019-10-04,2019-10-04,2019-10-04,2019-10-15,2019-10-17,2019-10-18
2019-10-18,14.0,0,FAB-23710,https://immediateco.atlassian.net/browse/FAB-23710,Design Story,Reactions/Rating - Styleguide and component library (Desktop/Mobile),Complete,Done,2019-10-04,2019-10-04,2019-10-04,2019-10-15,2019-10-18,2019-10-18
2019-10-18,14.0,0,FAB-23709,https://immediateco.atlassian.net/browse/FAB-23709,Design Story,Reactions/Rating - Design (Desktop/Mobile),Complete,Done,2019-10-04,2019-10-04,2019-10-04,2019-10-07,2019-10-18,2019-10-18
2019-10-18,14.0,0,FAB-23708,https://immediateco.atlassian.net/browse/FAB-23708,UX Story,Reactions/Rating - Wireframes + Notes (Desktop),Complete,Done,2019-10-04,2019-10-04,2019-10-04,2019-10-09,2019-10-15,2019-10-18
2019-10-18,14.0,0,FAB-23707,https://immediateco.atlassian.net/browse/FAB-23707,UX Story,Reactions/Rating - Wireframes + Notes (Mobile),Complete,Done,2019-10-04,2019-10-04,2019-10-04,2019-10-09,2019-10-10,2019-10-18
2019-10-18,14.0,0,FAB-23706,https://immediateco.atlassian.net/browse/FAB-23706,UX Story,Reactions/Rating - User Flow for Masthead Rating and Feed Rating,Complete,Done,2019-10-04,2019-10-04,2019-10-04,2019-10-09,2019-10-09,2019-10-18
2019-10-22,19.0,0,FAB-23694,https://immediateco.atlassian.net/browse/FAB-23694,Discovery Story,"Analyse app alongside site, for functionality differences",Complete,Done,,,2019-10-03,2019-10-16,2019-10-21,2019-10-22
2019-11-12,7.0,0,FAB-23692,https://immediateco.atlassian.net/browse/FAB-23692,Discovery Story,Do recipes need identifying as being in an unpublished state?,Complete,Done,2019-10-22,,2019-11-05,2019-11-05,2019-11-06,2019-11-12
2019-10-14,11.0,0,FAB-23686,https://immediateco.atlassian.net/browse/FAB-23686,Discovery Story,Illustrate the user flow for users accessing account settings,Complete,Done,,,2019-10-03,2019-10-07,2019-10-14,2019-10-14
2019-10-14,11.0,0,FAB-23685,https://immediateco.atlassian.net/browse/FAB-23685,Discovery Story,Illustrate the user flow for users signing in to My Good Food / Hub,Complete,Done,,,2019-10-03,2019-10-07,2019-10-10,2019-10-14
2019-11-04,28.0,0,FAB-23684,https://immediateco.atlassian.net/browse/FAB-23684,Epic,GF/Mig - Redirects,Ready For Release,Done,,,2019-10-07,2019-10-24,,2019-11-04
2019-11-04,32.0,0,FAB-23682,https://immediateco.atlassian.net/browse/FAB-23682,Story,Ensure the Redirects Service functions behind Fastly,Complete,Done,2019-10-03,2019-10-03,2019-10-03,2019-10-24,2019-10-31,2019-11-04
2019-10-24,21.0,0,FAB-23670,https://immediateco.atlassian.net/browse/FAB-23670,Story,GF/Mig/Article - 'Review' data,Complete,Done,2019-10-03,2019-10-03,2019-10-03,2019-10-22,2019-10-22,2019-10-24
2019-10-17,14.0,0,FAB-23669,https://immediateco.atlassian.net/browse/FAB-23669,Story,GF/Mig/Article - 'Guide' data,Complete,Done,2019-10-03,2019-10-03,2019-10-03,2019-10-10,2019-10-16,2019-10-17
2019-10-08,5.0,0,FAB-23668,https://immediateco.atlassian.net/browse/FAB-23668,Story,GF/Mig/EdRec - Tips,Complete,Done,2019-10-03,2019-10-03,2019-10-03,2019-10-07,2019-10-07,2019-10-08
2019-10-24,21.0,0,FAB-23663,https://immediateco.atlassian.net/browse/FAB-23663,Story,GF/Mig/List - Redirects,Complete,Done,2019-10-03,2019-10-03,2019-10-03,2019-10-23,2019-10-23,2019-10-24
2019-10-24,21.0,0,FAB-23662,https://immediateco.atlassian.net/browse/FAB-23662,Story,GF/Mig/Article - Redirects,Complete,Done,2019-10-03,2019-10-03,2019-10-03,2019-10-22,2019-10-23,2019-10-24
2019-10-23,20.0,0,FAB-23661,https://immediateco.atlassian.net/browse/FAB-23661,Story,GF/Mig/EdRec - Redirects,Complete,Done,2019-10-03,2019-10-03,2019-10-03,2019-10-23,2019-10-23,2019-10-23
2019-11-13,29.0,0,FAB-23649,https://immediateco.atlassian.net/browse/FAB-23649,Story,Add description and icons to List cards,Complete,Done,2019-10-15,2019-10-15,2019-10-15,2019-10-23,2019-11-08,2019-11-13
2019-10-31,29.0,0,FAB-23646,https://immediateco.atlassian.net/browse/FAB-23646,Epic,GF/Mig - Taxonomies and Categories,Closed,Done,,,2019-10-02,2019-10-31,,2019-10-31
2019-10-16,14.0,0,FAB-23642,https://immediateco.atlassian.net/browse/FAB-23642,Discovery Story,"Admin : Manage the promoted collections, categories and most popular recipes in the Native app",Complete,Done,,,2019-10-02,2019-10-03,2019-10-14,2019-10-16
2019-10-14,7.0,0,FAB-23634,https://immediateco.atlassian.net/browse/FAB-23634,Spike,Install and evaluate Ninja Tables Pro,Complete,Done,2019-10-02,2019-10-07,2019-10-07,2019-10-09,2019-10-14,2019-10-14
2019-10-09,7.0,0,FAB-23632,https://immediateco.atlassian.net/browse/FAB-23632,Epic,Post Production Build Issues,Closed,Done,,2019-10-02,,,,2019-10-09
2019-11-15,16.0,0,FAB-23627,https://immediateco.atlassian.net/browse/FAB-23627,Spike,Establish whether refactoring is needed for Collections API,Complete,Done,2019-10-30,2019-10-30,2019-11-12,2019-11-13,2019-11-15,2019-11-15
2019-10-29,28.0,0,FAB-23618,https://immediateco.atlassian.net/browse/FAB-23618,Story,Full scope handling in Content API using voters,Complete,Done,2019-10-01,2019-10-01,2019-10-01,2019-10-15,2019-10-16,2019-10-29
2019-10-31,30.0,0,FAB-23606,https://immediateco.atlassian.net/browse/FAB-23606,Bug,Recipe Tip spacing,Complete,Done,2019-10-01,2019-10-01,2019-10-01,2019-10-22,2019-10-29,2019-10-31
2019-10-31,31.0,0,FAB-23605,https://immediateco.atlassian.net/browse/FAB-23605,Bug (subtask),(Mobile) Page does not prevent scrolling past top-level nav items,Closed,Done,,,,,2019-09-30,2019-10-31
2019-10-16,16.0,0,FAB-23599,https://immediateco.atlassian.net/browse/FAB-23599,Bug,Lists Related/Latest Footer widget styling,Complete,Done,2019-09-30,2019-09-30,2019-09-30,2019-10-14,2019-10-14,2019-10-16
2019-09-30,3.0,0,FAB-23579,https://immediateco.atlassian.net/browse/FAB-23579,Bug (subtask),Incorrect margin between Title and Pronunciation,Complete,Done,,,,2019-09-27,2019-09-27,2019-09-30
2019-09-30,0.0,0,FAB-23578,https://immediateco.atlassian.net/browse/FAB-23578,Bug (subtask),Article post info section is being rendered twice (headline-led),Complete,Done,,,2019-09-30,2019-09-30,2019-09-30,2019-09-30
2019-09-30,3.0,0,FAB-23577,https://immediateco.atlassian.net/browse/FAB-23577,Bug (subtask),Show Publish date if not hidden by editor,Complete,Done,,,,,2019-09-27,2019-09-30
2019-09-30,3.0,0,FAB-23576,https://immediateco.atlassian.net/browse/FAB-23576,Bug (subtask),Show Author Name if not hidden by editor,Complete,Done,,,,,2019-09-27,2019-09-30
2019-11-22,56.0,0,FAB-23570,https://immediateco.atlassian.net/browse/FAB-23570,Story,Sponsor global setting pass through Settings API,Complete,Done,2019-09-27,2019-09-27,2019-10-16,2019-11-05,2019-11-21,2019-11-22
2019-10-29,32.0,0,FAB-23568,https://immediateco.atlassian.net/browse/FAB-23568,Story,Create 'native' components for Storybook,Complete,Done,2019-09-27,2019-09-27,2019-10-16,2019-10-21,2019-10-28,2019-10-29
2019-10-21,24.0,0,FAB-23566,https://immediateco.atlassian.net/browse/FAB-23566,Story,Create sponsor/promo components for headless. FE ,Closed,Done,2019-09-27,2019-09-27,2019-10-03,,,2019-10-21
2019-10-01,4.0,0,FAB-23564,https://immediateco.atlassian.net/browse/FAB-23564,Bug,GF/Mig/EdRec - Ingredients not in Mapping table,Complete,Done,2019-09-27,2019-09-27,2019-09-27,2019-09-27,2019-09-30,2019-10-01
2019-12-02,48.0,0,FAB-23541,https://immediateco.atlassian.net/browse/FAB-23541,Discovery Research,List category search,Complete,Done,2019-09-27,2019-10-15,2019-11-07,2019-11-20,2019-12-02,2019-12-02
2019-11-22,57.0,0,FAB-23520,https://immediateco.atlassian.net/browse/FAB-23520,Story,Add Unsynchronised Items from Wordpress back into Redis,Ready For Release,Done,2019-09-26,2019-09-26,2019-09-26,2019-11-18,2019-11-21,2019-11-22
2019-11-19,20.0,0,FAB-23510,https://immediateco.atlassian.net/browse/FAB-23510,Epic,My Hub : Architecture,Ready For Release,Done,2019-10-22,2019-10-30,2019-11-12,2019-11-19,,2019-11-19
2019-10-03,7.0,0,FAB-23507,https://immediateco.atlassian.net/browse/FAB-23507,Spike,Investigate how to implement dynamic related content,Closed,Done,2019-09-26,2019-09-26,2019-09-26,2019-09-26,,2019-10-03
2019-12-03,69.0,0,FAB-23458,https://immediateco.atlassian.net/browse/FAB-23458,Story,GF/Mig - Test Migration of Editorial Recipe into RELEASE,Ready For Release,Done,2019-09-25,2019-09-25,2019-09-26,2019-11-19,2019-11-29,2019-12-03
2019-09-30,0.0,0,FAB-23420,https://immediateco.atlassian.net/browse/FAB-23420,Story,Outbrain for Glossary post,Closed,Done,2019-09-24,2019-09-30,,,,2019-09-30
2019-09-30,0.0,0,FAB-23419,https://immediateco.atlassian.net/browse/FAB-23419,Story,Above-footer widget area for Glossary post,Closed,Done,2019-09-24,2019-09-30,,,,2019-09-30
2019-11-04,41.0,0,FAB-23417,https://immediateco.atlassian.net/browse/FAB-23417,Spike,Spike: CSV export for Redirect Service ,Complete,Done,2019-09-24,2019-09-24,2019-09-24,2019-10-25,2019-10-31,2019-11-04
2019-10-24,24.0,0,FAB-23415,https://immediateco.atlassian.net/browse/FAB-23415,Story,Footer widget area for Glossary post,Complete,Done,2019-09-24,2019-09-30,2019-09-30,2019-10-21,2019-10-21,2019-10-24
2019-10-24,24.0,0,FAB-23414,https://immediateco.atlassian.net/browse/FAB-23414,Story,Sidebar widget area for Glossary post,Complete,Done,2019-09-24,2019-09-30,2019-09-30,2019-10-21,2019-10-21,2019-10-24
2019-10-18,24.0,0,FAB-23413,https://immediateco.atlassian.net/browse/FAB-23413,Epic,Glossary post additional furniture,Closed,Done,,,2019-09-24,,,2019-10-18
2019-09-30,5.0,0,FAB-23412,https://immediateco.atlassian.net/browse/FAB-23412,Story,Footer widget area for List post,Complete,Done,2019-09-24,2019-09-25,2019-09-25,2019-09-27,2019-09-27,2019-09-30
2019-10-18,23.0,0,FAB-23411,https://immediateco.atlassian.net/browse/FAB-23411,Epic,List post additional furniture,Complete,Done,,,2019-09-25,2019-10-02,,2019-10-18
2019-09-30,5.0,0,FAB-23410,https://immediateco.atlassian.net/browse/FAB-23410,Story,Sidebar widget area for List post,Complete,Done,2019-09-24,2019-09-25,2019-09-25,2019-09-27,2019-09-27,2019-09-30
2019-10-08,8.0,0,FAB-23408,https://immediateco.atlassian.net/browse/FAB-23408,Story,Hide sign-in/register links in eyebrow menu,Complete,Done,2019-09-30,2019-09-30,2019-10-01,2019-10-07,2019-10-07,2019-10-08
2019-10-25,25.0,0,FAB-23406,https://immediateco.atlassian.net/browse/FAB-23406,Story,Create header search field on mobile 😃,Complete,Done,2019-09-30,2019-09-30,2019-10-01,2019-10-07,2019-10-16,2019-10-25
2019-10-03,3.0,0,FAB-23405,https://immediateco.atlassian.net/browse/FAB-23405,Story,Propose non-JS version of mobile navigation,Closed,Done,2019-09-30,2019-09-30,,,,2019-10-03
2019-10-29,29.0,0,FAB-23400,https://immediateco.atlassian.net/browse/FAB-23400,Story,Glossary posts in AMP,Complete,Done,2019-09-24,2019-09-30,2019-09-30,2019-10-23,2019-10-28,2019-10-29
2019-09-27,4.0,0,FAB-23373,https://immediateco.atlassian.net/browse/FAB-23373,Design Story,Update List headers with author and date,Complete,Done,2019-09-23,2019-09-23,2019-09-23,2019-09-24,2019-09-24,2019-09-27
2019-11-07,24.0,0,FAB-23364,https://immediateco.atlassian.net/browse/FAB-23364,Story,Deploy phase (manual approval production)for CodePipeline,Ready For Release,Done,2019-10-14,2019-10-14,2019-10-14,2019-11-04,2019-11-05,2019-11-07
2019-11-14,31.0,0,FAB-23363,https://immediateco.atlassian.net/browse/FAB-23363,Story,Test phase of CodePipeline,Ready For Release,Done,2019-10-14,2019-10-14,2019-10-14,2019-11-04,2019-11-13,2019-11-14
2019-10-25,32.0,0,FAB-23360,https://immediateco.atlassian.net/browse/FAB-23360,Story,Create 'Social Network' settings Resource,Complete,Done,2019-09-23,2019-09-23,2019-09-23,2019-10-23,2019-10-23,2019-10-25
2019-09-27,4.0,0,FAB-23359,https://immediateco.atlassian.net/browse/FAB-23359,Bug,Easy difficulty for a recipe displays as 'Chicken' on production,Complete,Done,2019-09-23,2019-09-23,2019-09-23,2019-09-23,2019-09-27,2019-09-27
2019-10-02,9.0,0,FAB-23357,https://immediateco.atlassian.net/browse/FAB-23357,Story,GF/Mig/EdCol - Fix Category mapping,Complete,Done,2019-09-23,2019-09-23,2019-09-24,2019-09-27,2019-10-01,2019-10-02
2019-10-03,10.0,0,FAB-23353,https://immediateco.atlassian.net/browse/FAB-23353,Discovery Story,UX : Iterate 'Add to Collection' component,Complete,Done,,,2019-09-23,2019-09-23,2019-09-30,2019-10-03
2019-11-13,19.0,0,FAB-23351,https://immediateco.atlassian.net/browse/FAB-23351,Discovery Design Story,Spec : Navigation for My Good Food - desktop,Complete,Done,2019-09-23,,2019-10-25,2019-11-11,2019-11-11,2019-11-13
2019-11-13,19.0,0,FAB-23350,https://immediateco.atlassian.net/browse/FAB-23350,Discovery Design Story,Spec : Navigation for My Hub Slate - desktop,Complete,Done,2019-09-23,,2019-10-25,2019-11-05,2019-11-11,2019-11-13
2019-10-31,38.0,0,FAB-23346,https://immediateco.atlassian.net/browse/FAB-23346,Discovery Design Story,Spec : Navigation for My Good Food - header,Closed,Done,,,2019-09-23,2019-10-24,2019-10-31,2019-10-31
2019-10-31,38.0,0,FAB-23345,https://immediateco.atlassian.net/browse/FAB-23345,Discovery Design Story,Spec : Navigation for My Hub Slate - header,Closed,Done,,,2019-09-23,2019-10-24,2019-10-31,2019-10-31
2019-10-24,15.0,0,FAB-23343,https://immediateco.atlassian.net/browse/FAB-23343,Discovery Design Story,Design : Navigation for My Hub - desktop,Complete,Done,2019-09-23,,2019-10-09,2019-10-09,2019-10-24,2019-10-24
2019-10-11,18.0,0,FAB-23338,https://immediateco.atlassian.net/browse/FAB-23338,Story,Reactions/Rating - Create 'Masthead Rating' ReactJS,Complete,Done,2019-09-23,2019-09-23,2019-09-23,2019-09-26,2019-10-11,2019-10-11
2019-11-27,69.0,0,FAB-23291,https://immediateco.atlassian.net/browse/FAB-23291,Story,configure docker / newman image and run collection,Closed,Done,2019-09-19,2019-09-19,2019-09-19,2019-09-26,2019-10-03,2019-11-27
2019-10-04,11.0,0,FAB-23278,https://immediateco.atlassian.net/browse/FAB-23278,Spike,Cross account CodePipeline,Complete,Done,2019-09-23,2019-09-23,2019-09-23,2019-09-26,2019-10-03,2019-10-04
2019-10-09,7.0,0,FAB-23264,https://immediateco.atlassian.net/browse/FAB-23264,Story,Calendar view breaks when loading too many events,Complete,Done,2019-10-02,2019-10-02,2019-10-02,2019-10-07,2019-10-08,2019-10-09
2019-10-02,13.0,0,FAB-23258,https://immediateco.atlassian.net/browse/FAB-23258,Story,Reactions/Report - Create 'Report' button,Complete,Done,2019-09-19,2019-09-19,2019-09-19,2019-10-01,2019-10-01,2019-10-02
2019-11-13,55.0,0,FAB-23257,https://immediateco.atlassian.net/browse/FAB-23257,Story,Reactions/ReadFeed/Pag - Create 'Paginator' button,Closed,Done,2019-09-19,2019-09-19,2019-09-19,2019-10-28,2019-11-01,2019-11-13
2019-09-26,7.0,0,FAB-23256,https://immediateco.atlassian.net/browse/FAB-23256,Story,Reactions/ReadFeed - Create 'Reaction Type' indicator,Complete,Done,2019-09-19,2019-09-19,2019-09-19,2019-09-23,2019-09-26,2019-09-26
2019-10-04,15.0,0,FAB-23255,https://immediateco.atlassian.net/browse/FAB-23255,Story,Reactions/ReadFeed - Create 'Profile info holder',Complete,Done,2019-09-19,2019-09-19,2019-09-19,2019-09-24,2019-10-01,2019-10-04
2019-11-06,42.0,0,FAB-23254,https://immediateco.atlassian.net/browse/FAB-23254,Story,Turning on dynamic related content plugin should disable the current related articles meta,Closed,Done,2019-09-20,2019-09-25,,,,2019-11-06
2019-11-21,57.0,0,FAB-23253,https://immediateco.atlassian.net/browse/FAB-23253,Story,Dynamic related content widget in admin should display dynamic suggestions,Ready For Release,Done,2019-09-25,2019-09-25,2019-11-06,2019-11-21,2019-11-21,2019-11-21
2019-11-13,49.0,0,FAB-23251,https://immediateco.atlassian.net/browse/FAB-23251,Story,Editors want to overwrite dynamic related content,Ready For Release,Done,2019-09-25,2019-09-25,2019-09-25,2019-11-05,2019-11-11,2019-11-13
2019-10-30,41.0,0,FAB-23248,https://immediateco.atlassian.net/browse/FAB-23248,Story,Be able to configure a search endpoint to use for the dynamic related content widget,Closed,Done,2019-09-19,2019-09-19,2019-09-25,2019-10-08,2019-10-17,2019-10-30
2019-11-11,53.0,0,FAB-23247,https://immediateco.atlassian.net/browse/FAB-23247,Story,New Dynamic related articles widget,Ready For Release,Done,2019-09-19,2019-09-19,2019-10-03,2019-10-08,2019-10-17,2019-11-11
2019-10-15,19.0,0,FAB-23245,https://immediateco.atlassian.net/browse/FAB-23245,Story,Reactions - Configure Swagger API Documentation,Complete,Done,2019-09-26,2019-09-26,2019-09-30,2019-10-07,2019-10-14,2019-10-15
2019-10-17,28.0,0,FAB-23243,https://immediateco.atlassian.net/browse/FAB-23243,Story,Reactions/Feed - Create 'Feed Header',Ready For Release,Done,2019-09-19,2019-09-19,2019-09-19,2019-10-17,2019-10-17,2019-10-17
2019-09-18,0.0,0,FAB-23242,https://immediateco.atlassian.net/browse/FAB-23242,Technical Debt,Update SXS to 404 on WordPress,Complete,Done,2019-09-18,2019-09-18,2019-09-18,2019-09-18,2019-09-18,2019-09-18
2019-10-03,15.0,0,FAB-23239,https://immediateco.atlassian.net/browse/FAB-23239,Story,Update headless thumbnail image source,Complete,Done,2019-09-18,2019-09-18,2019-09-20,2019-09-24,2019-09-26,2019-10-03
2019-09-24,6.0,0,FAB-23238,https://immediateco.atlassian.net/browse/FAB-23238,Technical Debt,Update Step by Step Recipe to use IM Asset Registration,Complete,Done,2019-09-18,2019-09-18,2019-09-23,2019-09-23,2019-09-23,2019-09-24
2019-10-10,7.0,0,FAB-23235,https://immediateco.atlassian.net/browse/FAB-23235,Story,"Reactions - Create, Update & Delete (API Platform)",Complete,Done,2019-10-03,2019-10-03,2019-10-03,2019-10-07,2019-10-09,2019-10-10
2019-10-31,43.0,0,FAB-23230,https://immediateco.atlassian.net/browse/FAB-23230,Story,GF/Mig/EdCol - Migrate Taxonomies,Closed,Done,2019-09-18,2019-09-18,2019-09-19,,,2019-10-31
2019-10-01,12.0,0,FAB-23223,https://immediateco.atlassian.net/browse/FAB-23223,Story,Reactions - Configure Postman/Newman to Parse Reactions Schema,Complete,Done,2019-09-19,2019-09-19,2019-09-19,2019-09-23,2019-09-30,2019-10-01
2019-10-24,31.0,0,FAB-23221,https://immediateco.atlassian.net/browse/FAB-23221,Discovery Design Story,Design : Navigation for My Hub - mobile,Complete,Done,,,2019-09-23,2019-09-23,2019-10-24,2019-10-24
2019-11-06,22.0,0,FAB-23182,https://immediateco.atlassian.net/browse/FAB-23182,UX Story,"Adaptive ""See more"" button length",Complete,Done,2019-09-16,2019-10-15,2019-10-15,2019-11-05,2019-11-06,2019-11-06
2019-11-22,14.0,0,FAB-23180,https://immediateco.atlassian.net/browse/FAB-23180,Story,"Increase margin on ""See more"" button",Complete,Done,2019-09-16,2019-11-08,2019-11-12,2019-11-21,2019-11-21,2019-11-22
2019-11-18,62.0,0,FAB-23176,https://immediateco.atlassian.net/browse/FAB-23176,Story,Remove character limit for button text,Closed,Done,2019-09-16,2019-09-17,2019-11-12,,,2019-11-18
2019-12-04,71.0,0,FAB-23174,https://immediateco.atlassian.net/browse/FAB-23174,Epic,"Lists: ""See more"" button",Complete,Done,,,2019-09-24,2019-10-16,,2019-12-04
2019-11-14,59.0,0,FAB-23168,https://immediateco.atlassian.net/browse/FAB-23168,Story,Reactions - Coordinate set-up of build pipeline,Ready For Release,Done,2019-09-16,2019-09-16,2019-09-16,2019-11-05,2019-11-12,2019-11-14
2019-09-27,11.0,0,FAB-23157,https://immediateco.atlassian.net/browse/FAB-23157,Story,List item count styling should match design,Complete,Done,2019-09-16,2019-09-16,2019-09-16,2019-09-24,2019-09-24,2019-09-27
2019-11-14,34.0,0,FAB-23151,https://immediateco.atlassian.net/browse/FAB-23151,Technical Debt,Add unit tests for Lua service code,Ready For Release,Done,2019-10-11,2019-10-11,2019-10-11,2019-11-05,2019-11-13,2019-11-14
2019-10-16,21.0,0,FAB-23140,https://immediateco.atlassian.net/browse/FAB-23140,Story,List posts in AMP,Complete,Done,2019-09-13,2019-09-25,2019-09-25,2019-09-25,2019-10-15,2019-10-16
2019-12-03,81.0,0,FAB-23137,https://immediateco.atlassian.net/browse/FAB-23137,Epic,Search API Service - Setup Build Pipeline,Closed,Done,,2019-09-13,2019-09-25,2019-10-08,,2019-12-03
2019-11-04,53.0,0,FAB-23121,https://immediateco.atlassian.net/browse/FAB-23121,Dev Task,Write data-driven tests for Client & Advertisement endpoints,Complete,Done,2019-09-12,2019-09-12,2019-09-30,2019-10-21,2019-10-31,2019-11-04
2019-09-16,4.0,0,FAB-23107,https://immediateco.atlassian.net/browse/FAB-23107,Bug,List cards are duplicated and a list item is missing,Complete,Done,2019-09-12,2019-09-12,2019-09-12,2019-09-12,2019-09-12,2019-09-16
2019-10-10,28.0,0,FAB-23102,https://immediateco.atlassian.net/browse/FAB-23102,Bug,Shortcut rule generation has the destination URL and status code data inverted,Closed,Done,2019-09-12,2019-09-12,2019-09-12,,,2019-10-10
2019-10-14,33.0,0,FAB-23094,https://immediateco.atlassian.net/browse/FAB-23094,Bug,Unpublished list item still displays in list,Complete,Done,2019-09-11,2019-09-11,2019-09-30,2019-10-09,2019-10-09,2019-10-14
2019-12-03,83.0,0,FAB-23085,https://immediateco.atlassian.net/browse/FAB-23085,Story,Reactions - Set-up build pipeline for STAGING,Ready For Release,Done,2019-09-11,2019-09-11,2019-09-16,2019-09-25,2019-11-15,2019-12-03
2019-10-15,35.0,0,FAB-23065,https://immediateco.atlassian.net/browse/FAB-23065,Spike,Document approach for widget areas,Complete,Done,2019-09-10,2019-09-10,2019-09-10,2019-10-01,2019-10-10,2019-10-15
2019-10-04,25.0,0,FAB-23061,https://immediateco.atlassian.net/browse/FAB-23061,Design Story,Reactions - Deliver Style Guide/Component Library (Read Only),Complete,Done,2019-09-09,2019-09-09,2019-09-09,2019-10-03,2019-10-04,2019-10-04
2019-09-24,15.0,0,FAB-23054,https://immediateco.atlassian.net/browse/FAB-23054,Story,GF/Mig/IFT - Refactor IFT Stage 'Goes With',Complete,Done,2019-09-09,2019-09-09,2019-09-10,2019-09-23,2019-09-24,2019-09-24
2019-09-20,11.0,0,FAB-23053,https://immediateco.atlassian.net/browse/FAB-23053,Design Story,Reactions/Rating - Deliver Feed and Masthead Rating UI (Read Only),Closed,Done,2019-09-09,2019-09-09,2019-09-09,2019-09-12,2019-09-20,2019-09-20
2019-09-18,9.0,0,FAB-23049,https://immediateco.atlassian.net/browse/FAB-23049,Story,Reactions - Write and perform PHP Unit tests on API Platform,Complete,Done,2019-09-09,2019-09-09,2019-09-09,2019-09-11,2019-09-17,2019-09-18
2019-09-12,3.0,0,FAB-23048,https://immediateco.atlassian.net/browse/FAB-23048,Story,"Reactions - Postman API endpoints return: Nested Comments, Tips, Q&A, Review",Complete,Done,2019-09-09,2019-09-09,2019-09-09,2019-09-09,2019-09-10,2019-09-12
2019-09-09,0.0,0,FAB-23047,https://immediateco.atlassian.net/browse/FAB-23047,Story,Reactions - Create Fixtures/Seed Data/Test Data ,Ready For Release,Done,2019-09-09,2019-09-09,2019-09-09,2019-09-09,2019-09-09,2019-09-09
2019-09-09,0.0,0,FAB-23046,https://immediateco.atlassian.net/browse/FAB-23046,Story,Reactions - Set-up database models with migrations,Ready For Release,Done,2019-09-09,2019-09-09,2019-09-09,2019-09-09,2019-09-09,2019-09-09
2019-09-20,11.0,0,FAB-23033,https://immediateco.atlassian.net/browse/FAB-23033,Story,Reactions/FESetup  - Frontend Initial project set-up,Complete,Done,2019-09-09,2019-09-09,2019-09-09,2019-09-11,2019-09-20,2019-09-20
2019-09-23,14.0,0,FAB-23032,https://immediateco.atlassian.net/browse/FAB-23032,Discovery Design Story,SPEC: Slate Mega Menu,Closed,Done,,,2019-09-09,2019-09-10,,2019-09-23
2019-09-26,20.0,0,FAB-23028,https://immediateco.atlassian.net/browse/FAB-23028,Story,"GF/Mig/EdCol - Add ""recipes"" to List title",Complete,Done,2019-09-06,2019-09-06,2019-09-09,2019-09-24,2019-09-25,2019-09-26
2019-09-17,6.0,0,FAB-23021,https://immediateco.atlassian.net/browse/FAB-23021,Bug,Redis Cluster means pubsub on regex rules and aliases is broken,Complete,Done,2019-09-11,2019-09-11,2019-09-11,2019-09-11,2019-09-13,2019-09-17
2019-09-10,4.0,0,FAB-23013,https://immediateco.atlassian.net/browse/FAB-23013,Bug,Update the API to work with a Redis Cluster,Complete,Done,2019-09-06,2019-09-06,2019-09-06,2019-09-06,2019-09-06,2019-09-10
2019-09-19,14.0,0,FAB-23010,https://immediateco.atlassian.net/browse/FAB-23010,Story,Fix the redirects service load balancer health check,Complete,Done,2019-09-05,2019-09-05,2019-09-05,2019-09-13,2019-09-18,2019-09-19
2019-09-13,8.0,0,FAB-23004,https://immediateco.atlassian.net/browse/FAB-23004,Bug,GF/Mig/EdRec - Fix Portrait/landscape Thumbnails,Complete,Done,2019-09-05,2019-09-05,2019-09-05,2019-09-09,2019-09-09,2019-09-13
2019-10-09,34.0,0,FAB-23001,https://immediateco.atlassian.net/browse/FAB-23001,Story,Implement client-side hydration in recipes frontend,Complete,Done,2019-09-05,2019-09-05,2019-09-05,2019-09-23,2019-09-23,2019-10-09
2019-09-16,11.0,0,FAB-23000,https://immediateco.atlassian.net/browse/FAB-23000,Spike,Determine approach for running React applications on the client,Complete,Done,2019-09-05,2019-09-05,2019-09-05,2019-09-09,2019-09-10,2019-09-16
2019-12-04,90.0,0,FAB-22998,https://immediateco.atlassian.net/browse/FAB-22998,Dev Task,Fix UGR schema tests,Ready For Release,Done,2019-09-05,2019-09-05,2019-09-30,2019-12-03,2019-12-03,2019-12-04
2019-10-08,33.0,0,FAB-22997,https://immediateco.atlassian.net/browse/FAB-22997,Dev Task,Refactor Settings schema tests,Complete,Done,2019-09-05,2019-09-05,2019-09-30,2019-10-07,2019-10-07,2019-10-08
2019-09-25,20.0,0,FAB-22994,https://immediateco.atlassian.net/browse/FAB-22994,Story,GF/Mig/EdCol - SEO switcher component,Complete,Done,2019-09-05,2019-09-05,2019-09-06,2019-09-24,2019-09-24,2019-09-25
2019-09-26,21.0,0,FAB-22993,https://immediateco.atlassian.net/browse/FAB-22993,Story,GF/Mig/EdCol - Recipe List,Complete,Done,2019-09-05,2019-09-05,2019-09-06,2019-09-24,2019-09-26,2019-09-26
2019-09-19,14.0,0,FAB-22982,https://immediateco.atlassian.net/browse/FAB-22982,Story,Basic analytics support,Complete,Done,2019-09-05,2019-09-05,2019-09-05,2019-09-13,2019-09-13,2019-09-19
