ID,Link,Name,Backlog,Committed,Elaboration,Build,QA,Done,Type,Status,Resolution,Blocked Days
FAB-24693,https://immediateco.atlassian.net/browse/FAB-24693,Cleanup unused GoodFood Mongo Atlas clusters,2019-11-18,2019-11-18,2019-11-18,2019-11-20,2019-11-20,2019-11-20,Story,Ready For Release,Done,0
FAB-24692,https://immediateco.atlassian.net/browse/FAB-24692,Cleanup unused AWS resources,2019-11-18,2019-11-18,2019-11-18,2019-11-27,2019-12-03,,Story,In Test,,0
FAB-24691,https://immediateco.atlassian.net/browse/FAB-24691,Terraform Workspaces Cleanup,2019-11-18,2019-11-18,2019-11-18,2019-12-04,2019-12-06,2019-12-06,Story,Ready For Release,Done,0
FAB-24685,https://immediateco.atlassian.net/browse/FAB-24685,Reactions/AdminDash - Design ‘removed’ reaction/reply state (Placeholder),2019-11-15,2019-11-15,,,,,Design Story,Ready For Shaping,,0
FAB-24684,https://immediateco.atlassian.net/browse/FAB-24684,Reactions/AdminDash - Enable Publish/Unpublish (API Platform),2019-11-15,2019-11-15,,,,,Story,Ready For Shaping,,0
FAB-24682,https://immediateco.atlassian.net/browse/FAB-24682,Reactions/AdminDash - Configure API-Platform Admin Dashboard to Administer Reactions API,2019-11-15,2019-11-15,2019-11-18,2019-11-19,2019-11-27,2019-11-27,Story,Ready For Release,Done,0
FAB-24678,https://immediateco.atlassian.net/browse/FAB-24678,Reactions - Set-up build pipeline for PRODUCTION,2019-11-15,2019-11-15,2019-11-15,2019-11-22,2019-11-22,,Story,Ready For Review,,0
FAB-24677,https://immediateco.atlassian.net/browse/FAB-24677,Reactions/Prototype - Add Reply and Show/Hide Reply  ,2019-11-15,2019-11-15,2019-11-15,2019-11-28,2019-11-28,2019-11-28,Story,Ready For Release,Done,0
FAB-24676,https://immediateco.atlassian.net/browse/FAB-24676,Reactions/AddReaction - Provide Create Operations for a Reaction of Type 'Review' via POST request to API,2019-11-15,2019-11-15,,,,,Story,Ready For Shaping,,0
FAB-24675,https://immediateco.atlassian.net/browse/FAB-24675,My Hub : Show Collection images on cards and pages,2019-11-15,,,,,,Epic,Define Task,,0
FAB-24674,https://immediateco.atlassian.net/browse/FAB-24674,Reactions/ReadFeed - Display 'Show All Replies' / 'Hide All Replies' Standalone,2019-11-15,2019-11-15,2019-11-29,,,,Story,Ready For Development,,0
FAB-24673,https://immediateco.atlassian.net/browse/FAB-24673,Apps : Alexa Cookalong,2019-11-15,,,,,,Epic,Define Task,,0
FAB-24669,https://immediateco.atlassian.net/browse/FAB-24669,UC API: Rename collection-items to saved-items,2019-11-19,2019-11-19,2019-11-19,2019-12-09,2019-12-09,,Dev Task,Ready for Testing,,0
FAB-24666,https://immediateco.atlassian.net/browse/FAB-24666,"Design the -you're not logged in- page, for redirecting users to sign in via Identity",2019-11-15,,2019-11-15,,,,Discovery Design Story,Ready For Development,,0
FAB-24654,https://immediateco.atlassian.net/browse/FAB-24654,Reactions/Search - Create GET Ratings endpoint by Brand and Post Type ,2019-11-15,2019-11-20,,,,,Story,Ready For Shaping,,0
FAB-24650,https://immediateco.atlassian.net/browse/FAB-24650,Show User Recipes in my Hub,2019-11-15,2019-11-19,,,,,Epic,Ready For Shaping,,0
FAB-24649,https://immediateco.atlassian.net/browse/FAB-24649,Routing : Headless application routing (FULL),2019-11-15,,,,,,Story,Define Task,,0
FAB-24635,https://immediateco.atlassian.net/browse/FAB-24635,Reactions/ReadFeed - Complete Accessibility Audit of Reactions,2019-11-14,2019-11-14,2019-11-15,2019-11-27,2019-11-29,2019-11-29,Spike,Complete,Done,0
FAB-24633,https://immediateco.atlassian.net/browse/FAB-24633,My Hub : Pagination of content,,2019-11-14,2019-12-03,,,,Epic,Ready For Development,,0
FAB-24632,https://immediateco.atlassian.net/browse/FAB-24632,My Hub : Page layout and styling,2019-11-14,,,,,,Epic,Define Task,,0
FAB-24629,https://immediateco.atlassian.net/browse/FAB-24629,Reactions/AddReaction - Provide Create Operations for a Reaction of Type 'Comment' via POST request to API,2019-11-14,2019-11-14,2019-11-14,,,,Story,Ready For Development,,0
FAB-24628,https://immediateco.atlassian.net/browse/FAB-24628,Ordering of Saved Recipes to Most Recently added,2019-11-15,2019-11-15,2019-11-21,2019-11-21,2019-11-21,2019-11-25,Story,Ready For Release,Done,0
FAB-24623,https://immediateco.atlassian.net/browse/FAB-24623,Enable icons on static components in WP environment,2019-11-15,2019-11-15,2019-11-18,2019-11-18,2019-11-26,2019-11-28,Story,Ready For Release,Done,1
FAB-24622,https://immediateco.atlassian.net/browse/FAB-24622,Sign In and Out via Eyebrow,2019-11-15,2019-11-15,2019-11-19,,,,Story,Ready For Development,,0
FAB-24619,https://immediateco.atlassian.net/browse/FAB-24619,Show my saved recipes in the Saved Recipes page,2019-11-15,2019-11-15,2019-11-21,,,,Story,Ready For Development,,0
FAB-24615,https://immediateco.atlassian.net/browse/FAB-24615,Users can delete their avatar in User Settings,2019-11-13,2019-11-13,2019-11-28,2019-12-03,2019-12-09,,Story,Ready For Review,,0
FAB-24614,https://immediateco.atlassian.net/browse/FAB-24614,Users can upload an avatar in User Settings,2019-11-13,2019-11-13,2019-11-18,2019-11-21,2019-12-03,2019-12-04,Story,Ready For Release,Done,0
FAB-24613,https://immediateco.atlassian.net/browse/FAB-24613,Users can see a default avatar in User Settings,2019-11-13,2019-11-13,2019-11-18,2019-11-19,2019-11-27,2019-11-27,Story,Complete,Done,0
FAB-24607,https://immediateco.atlassian.net/browse/FAB-24607,Reactions/ReadRate - Provide Ratings data via API for Display,2019-11-13,2019-11-13,2019-11-13,2019-12-03,2019-12-06,2019-12-09,Story,Ready For Release,Done,0
FAB-24603,https://immediateco.atlassian.net/browse/FAB-24603,Add sticky behaviour for Static header on wordpress,2019-11-14,2019-11-14,2019-11-18,2019-11-18,2019-11-18,2019-11-20,Story,Ready For Release,Done,3
FAB-24602,https://immediateco.atlassian.net/browse/FAB-24602,Sign Out via hub skeleton navigation,2019-11-15,2019-11-15,2019-11-19,,,,Story,Ready For Development,,0
FAB-24601,https://immediateco.atlassian.net/browse/FAB-24601,Add Account Settings to hub skeleton navigation,2019-11-14,2019-11-14,2019-12-05,,,,Story,Ready For Development,,0
FAB-24600,https://immediateco.atlassian.net/browse/FAB-24600,Show signed-in username on hub skeleton navigation,2019-11-14,2019-11-14,2019-11-19,,,,Story,Ready For Development,,0
FAB-24599,https://immediateco.atlassian.net/browse/FAB-24599,Redirect to Sign In if accessing via Hub urls,2019-11-14,2019-11-14,2019-11-19,2019-11-22,,,Story,In Progress,,0
FAB-24597,https://immediateco.atlassian.net/browse/FAB-24597,GF/Mig/UserData - Migrate User Images to S3 bucket,2019-11-13,2019-11-13,2019-11-13,2019-11-19,2019-12-03,2019-12-03,Story,Ready For Release,Done,0
FAB-24596,https://immediateco.atlassian.net/browse/FAB-24596,Prevent CSS style clashes between static components and WP environment,2019-11-14,2019-11-14,2019-11-18,2019-11-19,2019-11-20,2019-11-27,Story,Ready For Release,Done,2
FAB-24594,https://immediateco.atlassian.net/browse/FAB-24594,Member recipe cards,2019-11-13,2019-11-13,,,,,Design Story,Ready For Shaping,,0
FAB-24593,https://immediateco.atlassian.net/browse/FAB-24593,Published user recipes should display in search results tab,2019-11-13,2019-11-13,,,,,Story,Ready For Shaping,,0
FAB-24592,https://immediateco.atlassian.net/browse/FAB-24592,Users can search their own uploaded recipes in the hub,2019-11-13,2019-11-13,,,,,Story,Ready For Shaping,,0
FAB-24591,https://immediateco.atlassian.net/browse/FAB-24591,User recipe search,2019-11-13,2019-11-13,,,,,Epic,Ready For Shaping,,0
FAB-24589,https://immediateco.atlassian.net/browse/FAB-24589,Icon spacing on mobile,,,,2019-11-13,2019-11-13,2019-11-13,Bug (subtask),Ready For Release,Done,0
FAB-24588,https://immediateco.atlassian.net/browse/FAB-24588,Icon order on List cards,2019-11-18,2019-11-18,2019-11-18,2019-11-18,2019-11-25,2019-11-27,Story,Complete,Done,0
FAB-24587,https://immediateco.atlassian.net/browse/FAB-24587,Recipe Save button (Logged out),2019-11-12,,2019-11-12,,,,Discovery Design Story,Ready For Development,,0
FAB-24586,https://immediateco.atlassian.net/browse/FAB-24586,Recipe Save button,2019-11-12,,2019-11-12,,,,Discovery Design Story,Ready For Development,,0
FAB-24585,https://immediateco.atlassian.net/browse/FAB-24585,Research into Glossary landing page,,,2019-11-12,2019-12-03,,,Discovery Research,In Progress,,0
FAB-24584,https://immediateco.atlassian.net/browse/FAB-24584,postman/newman tests,,,2019-11-12,,,,Sub-Task,Ready For Development,,0
FAB-24583,https://immediateco.atlassian.net/browse/FAB-24583,Create reply paginator filter or endpoint,,,2019-11-12,,,,Sub-Task,Ready For Development,,0
FAB-24582,https://immediateco.atlassian.net/browse/FAB-24582,Postman/Newman tests of replies,,,,2019-11-27,2019-11-28,2019-11-29,Sub-Task,Ready For Release,Done,0
FAB-24581,https://immediateco.atlassian.net/browse/FAB-24581,"Mock reply data, or use CSV export data",,,,2019-11-19,2019-11-22,2019-11-29,Sub-Task,Ready For Release,Done,0
FAB-24580,https://immediateco.atlassian.net/browse/FAB-24580,"Enforce/Make configurable max. reply ""nesting"" level",,,,,2019-11-12,2019-11-29,Sub-Task,Ready For Release,Done,0
FAB-24579,https://immediateco.atlassian.net/browse/FAB-24579,"Define Reaction relationship - 1:n parent:replies, 1:1 replies:parent",,,,2019-11-21,2019-11-22,2019-11-29,Sub-Task,Ready For Release,Done,0
FAB-24574,https://immediateco.atlassian.net/browse/FAB-24574,MyHub: Un-save Recipe (Logged In),2019-11-12,2019-11-12,,,,,Story,Ready For Shaping,,0
FAB-24573,https://immediateco.atlassian.net/browse/FAB-24573,MyHub: Revisit a Recipe and seeing it Saved,2019-11-12,2019-11-12,,,,,Story,Ready For Shaping,,0
FAB-24571,https://immediateco.atlassian.net/browse/FAB-24571,GF to use new search API (switch) IM-search backend and front end.,2019-11-12,2019-11-12,2019-11-15,2019-11-25,,,Story,In Progress,,0
FAB-24570,https://immediateco.atlassian.net/browse/FAB-24570,Add Validation Tags to each Document's properties,,,2019-11-12,,,,Sub-Task,Ready For Development,,0
FAB-24569,https://immediateco.atlassian.net/browse/FAB-24569,Review @Groups annotations,,,2019-11-12,,,,Sub-Task,Ready For Development,,0
FAB-24568,https://immediateco.atlassian.net/browse/FAB-24568,"Ensure Document properties are mapped to the appropriate type, e.g. integers should not be strings",,,2019-11-12,,,,Sub-Task,Ready For Development,,0
FAB-24567,https://immediateco.atlassian.net/browse/FAB-24567,Ensure each Document $id is an auto-incrementing integer,,,2019-11-12,,,,Sub-Task,Ready For Development,,0
FAB-24564,https://immediateco.atlassian.net/browse/FAB-24564,SXS Recipe: We should use the default content input,2019-11-12,2019-11-12,2019-11-12,2019-11-26,2019-11-27,2019-11-28,Technical Debt,Ready For Release,Done,0
FAB-24562,https://immediateco.atlassian.net/browse/FAB-24562,Choose solution for implementation of Visual Diff testing,2019-11-12,2019-11-12,,,,,Spike,Ready For Shaping,,0
FAB-24559,https://immediateco.atlassian.net/browse/FAB-24559,Draft Recipe ,2019-11-12,,,,,,Discovery Design Story,Preparation,,0
FAB-24557,https://immediateco.atlassian.net/browse/FAB-24557,Investigate Failing Postman Tests on Remote Env,2019-11-12,2019-11-12,2019-11-12,2019-11-12,2019-11-13,2019-11-13,Spike,Complete,Done,0
FAB-24553,https://immediateco.atlassian.net/browse/FAB-24553,MyHub: Save Recipe (Logged out/Unregistered),2019-11-12,2019-11-12,,,,,Story,Ready For Shaping,,0
FAB-24552,https://immediateco.atlassian.net/browse/FAB-24552,MyHub: Save Recipe (Logged In),2019-11-12,2019-11-12,,,,,Story,Ready For Shaping,,0
FAB-24550,https://immediateco.atlassian.net/browse/FAB-24550,Support caption on embed images for Content API,2019-11-11,,,,,,Story,Define Task,,0
FAB-24530,https://immediateco.atlassian.net/browse/FAB-24530,Displaying user avatar in hub & header,2019-11-11,,,,,,Epic,Define Task,,0
FAB-24528,https://immediateco.atlassian.net/browse/FAB-24528,Performance Optimisation,2019-11-11,,,,,,Epic,Define Task,,0
FAB-24526,https://immediateco.atlassian.net/browse/FAB-24526,Indexing relevant facet and filter data for SXS recipe post type,2019-11-11,2019-11-11,2019-11-13,2019-11-19,2019-11-22,,Story,In Test,,0
FAB-24525,https://immediateco.atlassian.net/browse/FAB-24525,My Hub : Ads,2019-11-11,,,,,,Epic,Define Task,,0
FAB-24524,https://immediateco.atlassian.net/browse/FAB-24524,My Hub : Cards,2019-11-11,2019-11-19,,,,,Epic,Ready For Shaping,,0
FAB-24523,https://immediateco.atlassian.net/browse/FAB-24523,Reactions/ReadFeed - Run and Review CodeSniffer Inspections,,2019-11-15,2019-11-19,2019-12-06,,2019-12-06,Story,Ready For Release,Done,0
FAB-24522,https://immediateco.atlassian.net/browse/FAB-24522,Reactions/ReadFeed - Review and Amend Validation Annotations,2019-11-11,2019-11-15,,,,,Story,Ready For Shaping,,0
FAB-24520,https://immediateco.atlassian.net/browse/FAB-24520,Investigate and resolve why the options aren't appearing for Slate on Develop/Release,,,,2019-11-11,2019-11-13,2019-11-13,Bug (subtask),Ready For Release,Done,0
FAB-24515,https://immediateco.atlassian.net/browse/FAB-24515,Reusable user auth package,2019-11-14,2019-11-14,2019-11-14,2019-11-18,2019-11-19,2019-11-22,Story,Ready For Release,Done,0
FAB-24511,https://immediateco.atlassian.net/browse/FAB-24511,Reapply the styles to the renamed components,,,,2019-11-08,,2019-11-11,Sub-Task,Complete,Done,0
FAB-24506,https://immediateco.atlassian.net/browse/FAB-24506,Reactions/ReadRate - Display Rating Data in Feed on Standalone ,2019-11-08,2019-11-08,2019-11-27,,,,Story,Ready For Development,,0
FAB-24494,https://immediateco.atlassian.net/browse/FAB-24494,Reactions/ReadRate - Design Star Ratings Ensuring Accessibility,2019-11-08,2019-11-08,2019-11-08,2019-12-09,,,Design Story,In Progress,,0
FAB-24491,https://immediateco.atlassian.net/browse/FAB-24491,Reactions/ReadFeed - Define Indexes on MongoDB Documents ,2019-11-14,2019-11-14,2019-11-14,2019-11-19,2019-11-19,2019-11-20,Story,Ready For Release,Done,0
FAB-24489,https://immediateco.atlassian.net/browse/FAB-24489,Reactions - Create App to Export Package to Bucket,2019-11-08,2019-11-08,2019-11-08,2019-11-08,2019-11-15,2019-11-15,Spike,Complete,Done,0
FAB-24488,https://immediateco.atlassian.net/browse/FAB-24488,Rename 'CommentsList' to 'ReactionsList',,,,2019-11-08,,2019-11-08,Sub-Task,Complete,Done,0
FAB-24486,https://immediateco.atlassian.net/browse/FAB-24486,Rename 'Reactions' to 'ReactionsFeed',,,,2019-11-08,,2019-11-08,Sub-Task,Complete,Done,0
FAB-24484,https://immediateco.atlassian.net/browse/FAB-24484,Rename 'Comment' to 'Reaction',,,2019-11-08,2019-11-08,,2019-11-08,Sub-Task,Complete,Done,0
FAB-24474,https://immediateco.atlassian.net/browse/FAB-24474,Collections API: Authenticated Users Can Only Access Their Own Data,2019-11-07,2019-11-07,2019-11-07,,,,Story,Ready For Development,,0
FAB-24473,https://immediateco.atlassian.net/browse/FAB-24473,Design vertical cards for Lists,2019-11-07,2019-11-07,2019-11-07,2019-11-19,2019-11-29,2019-11-29,Design Story,Complete,Done,0
FAB-24472,https://immediateco.atlassian.net/browse/FAB-24472,Postman - Refactor all Collections-API tests to be under a single collection,2019-11-07,2019-11-07,2019-11-07,,,,Dev Task,Ready For Development,,0
FAB-24469,https://immediateco.atlassian.net/browse/FAB-24469,Reactions/ReadFeed - Provide Replies data via API for Display,2019-11-07,2019-11-07,2019-11-07,2019-11-21,2019-11-25,2019-11-29,Story,Ready For Release,Done,0
FAB-24467,https://immediateco.atlassian.net/browse/FAB-24467,Collections API: Accessible By Authorised Applications Only,2019-11-07,,,,,,Story,Preparation,,0
FAB-24465,https://immediateco.atlassian.net/browse/FAB-24465,Extract Content API Authentication into a reusable package,2019-11-07,2019-11-07,2019-11-07,2019-11-18,2019-11-20,2019-11-25,Dev Task,Ready For Release,Done,0
FAB-24464,https://immediateco.atlassian.net/browse/FAB-24464,Service to Service Auth Available Across Services,,,2019-11-07,2019-11-22,,,Epic,In Progress,,0
FAB-24463,https://immediateco.atlassian.net/browse/FAB-24463,iPhone- Bottom phone navigation blocks last menuitem,,,,2019-11-07,2019-11-07,2019-11-08,Bug (subtask),Ready For Release,Done,0
FAB-24462,https://immediateco.atlassian.net/browse/FAB-24462,Fully Map Common Reaction Properties in ReactionBase,,,,2019-11-07,2019-11-12,2019-11-12,Sub-Task,Complete,Done,0
FAB-24461,https://immediateco.atlassian.net/browse/FAB-24461,Sponsor data syncing.  ,,,,2019-11-07,2019-11-25,,Bug (subtask),Ready For Packaging,,0
FAB-24460,https://immediateco.atlassian.net/browse/FAB-24460,Gap appears between menuitems and quicklinks,,,,2019-11-07,2019-11-07,2019-11-08,Bug (subtask),Ready For Release,Done,0
FAB-24455,https://immediateco.atlassian.net/browse/FAB-24455,MyHub: Un-styled sidebar,2019-11-12,2019-11-12,2019-11-12,2019-11-18,2019-11-18,2019-11-19,Story,Ready For Release,Done,0
FAB-24454,https://immediateco.atlassian.net/browse/FAB-24454,MyHub: Add blank pages for all known routes,2019-11-18,2019-11-18,2019-11-18,2019-11-18,2019-11-18,2019-11-19,Story,Ready For Release,Done,0
FAB-24449,https://immediateco.atlassian.net/browse/FAB-24449,Change Author/User from EmbeddedDocument to ReferencedDocument,,,,2019-11-06,,2019-11-06,Sub-Task,Complete,Done,0
FAB-24447,https://immediateco.atlassian.net/browse/FAB-24447,Mobile menu 2nd level is distorted,,,,,2019-11-06,2019-11-08,Bug (subtask),Ready For Release,Done,0
FAB-24446,https://immediateco.atlassian.net/browse/FAB-24446,Create Base Reaction mapped superclass,,,,2019-11-06,,2019-11-07,Sub-Task,Complete,Done,0
FAB-24444,https://immediateco.atlassian.net/browse/FAB-24444,Add Show more button information to Lists endpoint,2019-11-07,2019-11-12,2019-11-12,2019-12-03,2019-12-04,2019-12-05,Story,Ready For Release,Done,0
FAB-24443,https://immediateco.atlassian.net/browse/FAB-24443,Add Schema Choice and Recipe Schema information to Lists endpoint,2019-11-07,2019-11-12,2019-11-12,2019-12-04,2019-12-04,2019-12-05,Story,Ready For Release,Done,0
FAB-24434,https://immediateco.atlassian.net/browse/FAB-24434,Reactions/Filter - Display Standalone (Placeholder),2019-11-06,,,,,,Story,Define Task,,0
FAB-24433,https://immediateco.atlassian.net/browse/FAB-24433,Reactions/AddRating - Display,2019-11-06,,,,,,Story,Define Task,,0
FAB-24431,https://immediateco.atlassian.net/browse/FAB-24431,Reactions/AddReply - Display,2019-11-06,,,,,,Story,Define Task,,0
FAB-24423,https://immediateco.atlassian.net/browse/FAB-24423,Style the Comment organism,,,,2019-11-06,,2019-11-06,Sub-Task,Complete,Done,0
FAB-24419,https://immediateco.atlassian.net/browse/FAB-24419,Columns are vertically misaligned,,,,,2019-11-06,2019-11-08,Bug (subtask),Ready For Release,Done,0
FAB-24418,https://immediateco.atlassian.net/browse/FAB-24418,Large blank space appears in dropdown menu items,,,,,2019-11-06,2019-11-08,Bug (subtask),Ready For Release,Done,0
FAB-24417,https://immediateco.atlassian.net/browse/FAB-24417,Large screen causes megamenu to misalign,,,,,2019-11-06,2019-11-08,Bug (subtask),Ready For Release,Done,0
FAB-24399,https://immediateco.atlassian.net/browse/FAB-24399,Reactions/ReadFeed - Remove Postgres service from docker-compose.yml breaks PHP-FPM,2019-11-14,2019-11-14,2019-11-19,2019-12-06,2019-12-06,2019-12-06,Bug,Ready For Release,Done,0
FAB-24396,https://immediateco.atlassian.net/browse/FAB-24396,Style the buttons,,,2019-11-08,2019-11-11,,2019-11-11,Sub-Task,Complete,Done,0
FAB-24394,https://immediateco.atlassian.net/browse/FAB-24394,Style the ProfileDetails molecule,,,,2019-11-05,,2019-11-06,Sub-Task,Complete,Done,0
FAB-24389,https://immediateco.atlassian.net/browse/FAB-24389,Reactions - Read only Ratings Standalone,,2019-11-13,2019-11-13,2019-12-03,,,Epic,In Progress,,0
FAB-24388,https://immediateco.atlassian.net/browse/FAB-24388,Firefox/Safari - Pressing Tab while on page is never selecting megamenu,,,,2019-11-05,2019-11-05,2019-11-06,Bug (subtask),Closed,Done,0
FAB-24387,https://immediateco.atlassian.net/browse/FAB-24387,Reactions/NonHeadless - Building Reactions Component in WPC Core (Placeholder),2019-11-05,,,,,2019-12-04,Story,Closed,Done,0
FAB-24386,https://immediateco.atlassian.net/browse/FAB-24386,Reactions/NonHeadless - Enable Developers to Configure Reactions for Non-headless post types (Placeholder),2019-11-05,,,,,,Story,Define Task,,0
FAB-24384,https://immediateco.atlassian.net/browse/FAB-24384,Reactions/NonHeadless - Determine positioning on post types (Placeholder),2019-11-05,,,,,,UX Story,Define Task,,0
FAB-24383,https://immediateco.atlassian.net/browse/FAB-24383,Reactions/NonHeadless - Surface on Non-headless post types,2019-11-15,2019-11-15,,,,2019-12-04,Story,Closed,Done,0
FAB-24382,https://immediateco.atlassian.net/browse/FAB-24382,Reactions/NonHeadless - Investigate Surfacing ReactJS Component on Non-headless post types,2019-12-03,2019-12-03,2019-12-03,,,2019-12-04,Spike,Closed,Done,0
FAB-24377,https://immediateco.atlassian.net/browse/FAB-24377,[SPIKE] Research - api-platform.com docs - advanced techniques and overriding behaviour,,,,2019-11-05,,2019-11-11,Sub-Task,Complete,Done,0
FAB-24372,https://immediateco.atlassian.net/browse/FAB-24372,Other post types should display taxonomies in Tag manager in GF admin,2019-11-04,2019-11-04,2019-11-07,2019-12-02,,,Story,In Progress,,0
FAB-24371,https://immediateco.atlassian.net/browse/FAB-24371,"[SPIKE] Research - MongoDB (relationships?), feasibility of GraphQL",,,,2019-11-04,,2019-11-06,Sub-Task,Complete,Done,0
FAB-24369,https://immediateco.atlassian.net/browse/FAB-24369,Write API backend tests (PHPUnit),,,2019-11-04,,,2019-11-12,Sub-Task,Complete,Done,0
FAB-24368,https://immediateco.atlassian.net/browse/FAB-24368,Source/Create test data for mocking,,,,2019-11-04,,2019-11-12,Sub-Task,Complete,Done,0
FAB-24367,https://immediateco.atlassian.net/browse/FAB-24367,Reactions/ReadFeed - Investigate Routes/Endpoints and What They Expect/Accept,,2019-11-15,2019-11-19,2019-12-09,,,Spike,In Progress,,0
FAB-24362,https://immediateco.atlassian.net/browse/FAB-24362,Get up to speed with current state of codebase,,,,2019-11-04,,2019-11-06,Sub-Task,Complete,Done,0
FAB-24361,https://immediateco.atlassian.net/browse/FAB-24361,Webpack config for [im-gf-static-components] plugin,2019-11-04,2019-11-04,2019-11-04,,,2019-11-06,Story,Closed,Done,0
FAB-24358,https://immediateco.atlassian.net/browse/FAB-24358,GF/Mig - Test Migration of content going into Article ,2019-11-04,2019-11-04,2019-11-04,2019-11-11,2019-11-11,2019-11-11,Story,Ready For Release,Done,0
FAB-24353,https://immediateco.atlassian.net/browse/FAB-24353,Content API: Enforce authentication on GET requests,2019-11-04,,,,,,Story,Define Task,,0
FAB-24351,https://immediateco.atlassian.net/browse/FAB-24351,Logo on header should lead to homepage,2019-11-04,2019-11-04,,,,2019-12-06,Story,Closed,Done,0
FAB-24348,https://immediateco.atlassian.net/browse/FAB-24348,Edge - Keyboard navigation can not navigate to next menu item,,,,,2019-11-04,2019-11-06,Bug (subtask),Closed,Done,0
FAB-24347,https://immediateco.atlassian.net/browse/FAB-24347,Other child items are incorrectly appearing when scrolling down,,,,2019-11-04,2019-11-05,2019-11-08,Bug (subtask),Ready For Release,Done,0
FAB-24346,https://immediateco.atlassian.net/browse/FAB-24346,Custom source repo for CI/CD,2019-11-04,2019-11-04,2019-11-04,2019-11-04,2019-11-06,2019-11-12,Story,Ready For Release,Done,0
FAB-24329,https://immediateco.atlassian.net/browse/FAB-24329,Create static markup compiler,2019-11-04,2019-11-04,2019-11-04,2019-11-04,2019-11-12,2019-11-14,Story,Ready For Release,Done,0
FAB-24328,https://immediateco.atlassian.net/browse/FAB-24328,Reactions/ReadFeed - Display Reactions/Replies in Feed on Standalone,2019-11-07,2019-11-07,2019-11-27,2019-12-03,2019-12-06,2019-12-09,Story,Ready For Release,Done,0
FAB-24326,https://immediateco.atlassian.net/browse/FAB-24326,Create header and footer data provider package,2019-11-04,2019-11-04,2019-11-04,2019-11-06,2019-11-07,2019-11-12,Story,Ready For Release,Done,0
FAB-24323,https://immediateco.atlassian.net/browse/FAB-24323,Reactions/UserIdentInt -  Create User REST Endpoint,2019-11-01,2019-11-14,,,,,Story,Ready For Shaping,,0
FAB-24321,https://immediateco.atlassian.net/browse/FAB-24321,Create php plugin to enable static components,2019-11-04,2019-11-04,2019-11-04,2019-11-04,2019-11-07,2019-11-14,Story,Ready For Release,Done,7
FAB-24320,https://immediateco.atlassian.net/browse/FAB-24320,Reactions/ReadFeed - Provide Reactions data via API for Display,2019-11-01,2019-11-01,2019-11-01,2019-11-06,2019-11-12,2019-11-13,Story,Ready For Release,Done,0
FAB-24318,https://immediateco.atlassian.net/browse/FAB-24318,Reactions/ReadFeed/Pag - Add and Style 'Show more' Reactions Paginator to Storybook,2019-11-01,2019-11-01,2019-11-05,2019-11-21,2019-11-25,2019-11-26,Story,Ready For Release,Done,0
FAB-24316,https://immediateco.atlassian.net/browse/FAB-24316,IE11 - Mobile menu does not close when logo is clicked,,,2019-11-01,,,2019-11-04,Bug (subtask),Closed,Done,0
FAB-24313,https://immediateco.atlassian.net/browse/FAB-24313,Mobile menu incorrect tab index order,,,2019-11-01,,,2019-11-04,Bug (subtask),Closed,Done,0
FAB-24312,https://immediateco.atlassian.net/browse/FAB-24312,Multiple highlighted menu items,,,2019-11-01,,,2019-11-04,Bug (subtask),Closed,Done,0
FAB-24310,https://immediateco.atlassian.net/browse/FAB-24310,IE11 - Keyboard navigation can not jump to next menu item,,,,,2019-11-01,2019-11-06,Bug (subtask),Closed,Done,0
FAB-24309,https://immediateco.atlassian.net/browse/FAB-24309,GF/Mig - Update Taxonomy Hierarchy,2019-11-01,2019-11-01,2019-11-01,2019-11-12,2019-11-15,2019-11-15,Story,Ready For Release,Done,0
FAB-24308,https://immediateco.atlassian.net/browse/FAB-24308,"JS disabled Keyboard navigation does not work
",,,2019-11-01,,,2019-11-04,Bug (subtask),Closed,Done,0
FAB-24306,https://immediateco.atlassian.net/browse/FAB-24306,Slim menu when JS is disabled on IE11,,,2019-11-01,,,2019-11-04,Bug (subtask),Closed,Done,0
FAB-24305,https://immediateco.atlassian.net/browse/FAB-24305,GF/Mig - Migrate List Schema Options,2019-11-01,2019-11-01,2019-11-01,2019-11-05,2019-11-08,2019-11-11,Story,Ready For Release,Done,0
FAB-24295,https://immediateco.atlassian.net/browse/FAB-24295,Image and description not showing on preview mode for masthead/ headline led and image led.,2019-10-31,2019-10-31,2019-12-05,,,,Story,Ready For Development,,0
FAB-24291,https://immediateco.atlassian.net/browse/FAB-24291,Firefox: Truncated text when JS is disabled,,,,,2019-10-31,2019-10-31,Bug (subtask),Closed,Done,0
FAB-24290,https://immediateco.atlassian.net/browse/FAB-24290,(Storybook) Submenu items with long names are truncated without '...',,,,,2019-10-31,2019-10-31,Bug (subtask),Closed,Done,0
FAB-24288,https://immediateco.atlassian.net/browse/FAB-24288,Parent menu item isn't highlighted while navigating through child submenu,,,,2019-10-31,2019-10-31,2019-11-05,Bug (subtask),Ready For Release,Done,0
FAB-24285,https://immediateco.atlassian.net/browse/FAB-24285,Reactions/ReadFeed - Truncate reaction and reply text,2019-10-31,2019-11-01,2019-12-02,2019-12-06,,,Story,In Progress,,0
FAB-24284,https://immediateco.atlassian.net/browse/FAB-24284,Reactions/ReadFeed - Style Reply in Storybook,2019-10-31,2019-10-31,2019-11-01,2019-11-13,2019-11-14,2019-11-15,Story,Ready For Release,Done,0
